ВРЕМЯ,СУММА,КАТЕГОРИЯ
2018-09-21 19:06:00,1320.0,Доходы
2018-09-21 19:06:00,1980.0,Доходы
2018-09-22 11:14:00,-150.0,Еда
2018-09-23 11:14:00,-940.0,Хобби
2018-09-24 17:41:00,-2220.0,Еда
2018-09-25 07:47:00,26100.0,Доходы
2018-09-25 08:53:00,-200.0,Транспорт
2018-09-26 12:10:00,-10782.0,Комплектующие
2018-09-26 12:59:00,-323.0,Еда
2018-09-27 11:54:00,-1000.0,Подарки
2018-09-29 12:26:00,-5550.0,Еда
2018-09-29 17:41:00,-20000.0,Спорт
2018-09-29 18:36:00,-2500.0,Хобби
2018-09-30 13:00:00,-240.0,Подарки
2018-09-30 13:00:00,-2149.0,Подарки
2018-10-01 14:16:00,-557.0,Еда
2018-10-01 15:51:00,-2500.0,Хобби
2018-10-01 17:55:00,-8670.0,Комплектующие
2018-10-01 22:04:00,-669.0,Подарки
2018-10-02 08:38:00,-260.0,Еда
2018-10-03 13:03:00,-1765.0,Транспорт
2018-10-03 13:33:00,-790.0,Дом
2018-10-04 12:33:00,2611.0,Доходы
2018-10-05 16:07:00,52027.0,Доходы
2018-10-05 18:25:00,-1922.0,Еда
2018-10-06 13:03:00,23173.0,Доходы
2018-10-06 19:35:00,-1000.0,Еда
2018-10-06 20:02:00,-370.0,Еда
2018-10-06 21:45:00,-600.0,Развлечения
2018-10-07 12:19:00,-557.0,Еда
2018-10-08 19:13:00,-2053.0,Еда
2018-10-09 08:38:00,-982.0,Еда
2018-10-09 08:38:00,-260.0,Еда
2018-10-09 19:31:00,17489.0,Доходы
2018-10-10 09:12:00,986.0,Доходы
2018-10-10 09:12:00,26100.0,Доходы
2018-10-10 09:32:00,26100.0,Доходы
2018-10-11 08:38:00,-894.0,Еда
2018-10-11 15:34:00,-2000.0,Обучение
2018-10-11 15:34:00,-1100.0,Хобби
2018-10-11 15:34:00,-560.0,Хобби
2018-10-11 15:34:00,-1765.0,Транспорт
2018-10-11 15:34:00,-557.0,Еда
2018-10-12 09:03:00,278.0,Доходы
2018-10-12 14:41:00,1831.0,Доходы
2018-10-12 20:20:00,-530.0,Еда
2018-10-12 21:01:00,17500.0,Доходы
2018-10-13 11:22:00,-35000.0,Дом
2018-10-13 11:22:00,-4500.0,Дом
2018-10-13 13:25:00,-4116.0,Еда
2018-10-13 17:22:00,-800.0,Подарки
2018-10-13 19:37:00,-2830.0,Еда
2018-10-14 18:49:00,-1511.0,Еда
2018-10-15 23:23:00,-540.0,Красота и здоровье
2018-10-18 14:14:00,300.0,Доходы
2018-10-18 14:14:00,400.0,Доходы
2018-10-18 20:30:00,-1690.0,Еда
2018-10-19 19:31:00,-785.0,Еда
2018-10-20 13:15:00,-400.0,Красота и здоровье
2018-10-20 16:56:00,-5030.0,Комплектующие
2018-10-20 16:56:00,-1063.0,Еда
2018-10-20 21:47:00,-300.0,Еда
2018-10-20 21:47:00,-500.0,Развлечения
2018-10-21 21:36:00,-433.0,Еда
2018-10-22 15:36:00,-557.0,Еда
2018-10-22 15:56:00,-440.0,Еда
2018-10-22 17:56:00,-393.0,Еда
2018-10-23 09:56:00,-500.0,Хобби
2018-10-23 14:39:00,2520.0,Доходы
2018-10-23 14:39:00,630.0,Доходы
2018-10-23 17:13:00,-1765.0,Транспорт
2018-10-23 18:48:00,-475.0,Еда
2018-10-23 23:13:00,-1300.0,Хобби
2018-10-23 23:13:00,-400.0,Хобби
2018-10-25 17:46:00,-4200.0,Подарки
2018-10-25 17:46:00,26100.0,Доходы
2018-10-25 17:46:00,-5500.0,Подарки
2018-10-25 17:46:00,-6000.0,Одежда и обувь
2018-10-25 17:46:00,13050.0,Доходы
2018-10-26 15:01:00,-840.0,Спорт
2018-10-26 19:48:00,-644.0,Еда
2018-10-26 22:59:00,-1524.0,Еда
2018-10-26 22:59:00,-31.0,Еда
2018-10-30 16:32:00,90.0,Доходы
2018-10-31 19:14:00,-4800.0,Украшения
2018-10-31 19:14:00,-3500.0,Красота и здоровье
2018-10-31 19:59:00,-620.0,Еда
2018-10-31 22:07:00,-1334.0,Еда
2018-11-01 20:24:00,-1317.0,Еда
2018-11-01 20:24:00,-1247.0,Еда
2018-11-01 23:34:00,-250.0,Еда
2018-11-01 23:34:00,-670.0,Подарки
2018-11-02 15:18:00,50000.0,Доходы
2018-11-02 18:56:00,-683.0,Еда
2018-11-03 18:36:00,-2310.0,Еда
2018-11-03 18:36:00,-1000.0,Хобби
2018-11-05 16:09:00,-25000.0,Подарки
2018-11-06 16:09:00,-500.0,Еда
2018-11-07 16:26:00,-525.0,Спорт
2018-11-07 20:31:00,-2642.0,Еда
2018-11-08 17:45:00,-15640.0,Подарки
2018-11-09 13:11:00,-760.0,Развлечения
2018-11-09 18:47:00,-665.0,Еда
2018-11-10 08:38:00,36872.0,Доходы
2018-11-10 08:38:00,517.0,Доходы
2018-11-10 08:38:00,40020.0,Доходы
2018-11-10 12:05:00,1019.0,Доходы
2018-11-10 13:11:00,-2150.0,Еда
2018-11-10 18:15:00,-500.0,Еда
2018-11-10 18:15:00,13050.0,Доходы
2018-11-10 18:37:00,-8630.0,Дом
2018-11-11 17:37:00,-2811.0,Еда
2018-11-12 09:08:00,289.0,Доходы
2018-11-12 09:08:00,-1445.0,Комплектующие
2018-11-12 19:42:00,-786.0,Еда
2018-11-12 20:39:00,-6770.0,Одежда и обувь
2018-11-12 20:39:00,-1850.0,Одежда и обувь
2018-11-12 20:39:00,-850.0,Еда
2018-11-13 00:15:00,-35000.0,Дом
2018-11-13 00:15:00,-4600.0,Дом
2018-11-13 11:55:00,17500.0,Доходы
2018-11-13 13:30:00,-300.0,Транспорт
2018-11-13 21:32:00,-2760.0,Одежда и обувь
2018-11-13 21:32:00,-728.0,Еда
2018-11-15 20:39:00,-576.0,Еда
2018-11-15 21:31:00,-900.0,Красота и здоровье
2018-11-16 20:04:00,-1000.0,Обучение
2018-11-16 20:04:00,600.0,Доходы
2018-11-18 10:17:00,400.0,Доходы
2018-11-18 10:17:00,879.0,Доходы
2018-11-18 10:17:00,-1000.0,Интернет и телефон
2018-11-18 17:45:00,-1140.0,Транспорт
2018-11-18 17:45:00,-3000.0,Развлечения
2018-11-18 17:58:00,-130.0,Хобби
2018-11-21 16:35:00,-750.0,Транспорт
2018-11-21 18:08:00,-576.0,Еда
2018-11-21 18:08:00,-6123.0,Одежда и обувь
2018-11-22 20:26:00,-1023.0,Еда
2018-11-22 20:26:00,-1329.0,Еда
2018-11-22 20:26:00,-1199.0,Подарки
2018-11-23 00:01:00,13050.0,Доходы
2018-11-23 12:14:00,7700.0,Доходы
2018-11-23 12:14:00,29580.0,Доходы
2018-11-23 12:14:00,2200.0,Доходы
2018-11-23 12:14:00,940.0,Доходы
2018-11-23 13:02:00,-1800.0,Подарки
2018-11-23 13:02:00,-1800.0,Хобби
2018-11-23 13:02:00,-1900.0,Хобби
2018-11-24 13:29:00,-427.0,Еда
2018-11-25 12:31:00,-1300.0,Еда
2018-11-25 12:31:00,-1000.0,Еда
2018-11-26 18:35:00,-492.0,Комплектующие
2018-11-26 18:35:00,-650.0,Развлечения
2018-11-26 18:35:00,-1300.0,Хобби
2018-11-26 18:35:00,-1129.0,Еда
2018-11-26 18:35:00,-1504.0,Еда
2018-11-28 00:25:00,-1770.0,Еда
2018-11-28 01:08:00,108.0,Доходы
2018-11-28 15:44:00,-332.0,Еда
2018-11-28 19:21:00,-4130.0,Одежда и обувь
2018-11-29 15:44:00,-364.0,Еда
2018-12-01 13:22:00,-367.0,Еда
2018-12-01 17:42:00,-700.0,Еда
2018-12-01 22:03:00,-2465.0,Еда
2018-12-03 13:09:00,-536.0,Еда
2018-12-03 14:19:00,-1200.0,Еда
2018-12-03 14:19:00,-600.0,Еда
2018-12-03 14:43:00,-1600.0,Развлечения
2018-12-03 14:43:00,-168.0,Еда
2018-12-04 15:43:00,-260.0,Еда
2018-12-04 15:43:00,-220.0,Еда
2018-12-04 21:45:00,-603.0,Еда
2018-12-05 14:07:00,-456.0,Еда
2018-12-05 17:27:00,22870.0,Доходы
2018-12-05 19:11:00,-1850.0,Еда
2018-12-07 09:05:00,29580.0,Доходы
2018-12-07 19:11:00,13050.0,Доходы
2018-12-08 17:05:00,-452.0,Еда
2018-12-08 17:05:00,-549.0,Еда
2018-12-08 18:03:00,-2390.0,Дом
2018-12-08 19:08:00,-277.0,Еда
2018-12-10 13:06:00,-1765.0,Транспорт
2018-12-10 13:49:00,-6000.0,Одежда и обувь
2018-12-10 15:07:00,-586.0,Еда
2018-12-10 16:39:00,5131.0,Доходы
2018-12-10 16:39:00,1817.0,Доходы
2018-12-10 19:44:00,-1620.0,Развлечения
2018-12-10 19:44:00,-1778.0,Еда
2018-12-11 16:02:00,-260.0,Еда
2018-12-11 16:02:00,-260.0,Еда
2018-12-11 21:00:00,-743.0,Еда
2018-12-12 20:56:00,-265.0,Еда
2018-12-13 10:31:00,-195.0,Еда
2018-12-13 10:31:00,-250.0,Еда
2018-12-13 10:44:00,-200.0,Еда
2018-12-13 14:50:00,-35000.0,Дом
2018-12-14 16:11:00,-663.0,Еда
2018-12-14 16:11:00,-70.0,Еда
2018-12-14 21:25:00,-1200.0,Еда
2018-12-14 21:25:00,-1450.0,Еда
2018-12-16 14:44:00,-712.0,Еда
2018-12-16 14:44:00,-1585.0,Еда
2018-12-16 14:44:00,-2300.0,Дом
2018-12-17 09:13:00,17500.0,Доходы
2018-12-17 15:24:00,-352.0,Еда
2018-12-17 17:53:00,-2000.0,Одежда и обувь
2018-12-17 17:53:00,-500.0,Развлечения
2018-12-17 17:53:00,-700.0,Хобби
2018-12-17 17:53:00,-270.0,Еда
2018-12-18 18:34:00,-479.0,Еда
2018-12-18 18:34:00,-345.0,Еда
2018-12-18 18:34:00,-1400.0,Еда
2018-12-18 19:13:00,405.0,Доходы
2018-12-18 19:13:00,705.0,Доходы
2018-12-19 20:45:00,-364.0,Еда
2018-12-19 20:45:00,-420.0,Еда
2018-12-19 20:45:00,-364.0,Еда
2018-12-21 11:20:00,-1700.0,Хобби
2018-12-21 21:57:00,-748.0,Еда
2018-12-21 22:58:00,7724.0,Доходы
2018-12-21 22:58:00,26100.0,Доходы
2018-12-21 22:58:00,17400.0,Доходы
2018-12-21 22:58:00,59160.0,Доходы
2018-12-22 14:36:00,-660.0,Развлечения
2018-12-22 14:36:00,-400.0,Дом
2018-12-23 15:26:00,-935.0,Транспорт
2018-12-23 18:42:00,-1000.0,Одежда и обувь
2018-12-23 18:59:00,-300.0,Красота и здоровье
2018-12-23 20:00:00,-1549.0,Еда
2018-12-23 20:00:00,-1910.0,Еда
2018-12-23 20:00:00,-390.0,Еда
2018-12-24 16:56:00,-332.0,Еда
2018-12-24 21:42:00,-364.0,Еда
2018-12-24 21:42:00,-300.0,Хобби
2018-12-24 21:42:00,-300.0,Обучение
2018-12-24 21:42:00,-100.0,Еда
2018-12-24 21:42:00,-12939.0,Подарки
2018-12-24 21:42:00,-884.0,Еда
2018-12-26 21:20:00,-240.0,Еда
2018-12-26 23:28:00,-1300.0,Подарки
2018-12-26 23:28:00,-200.0,Еда
2018-12-27 12:23:00,23173.0,Доходы
2018-12-27 12:23:00,4591.0,Доходы
2018-12-27 12:23:00,14197.0,Доходы
2018-12-27 16:13:00,2000.0,Подарки
2018-12-27 16:26:00,-395.0,Еда
2018-12-27 16:57:00,-2504.0,Еда
2018-12-28 15:53:00,-2990.0,Подарки
2018-12-28 16:31:00,-553.0,Еда
2018-12-31 12:59:00,-600.0,Еда
2018-12-31 12:59:00,-600.0,Спорт
2019-01-01 12:59:00,-600.0,Развлечения
2019-01-01 18:37:00,-1765.0,Транспорт
2019-01-01 19:31:00,-315.0,Еда
2019-01-01 19:31:00,-6200.0,Развлечения
2019-01-02 01:36:00,-690.0,Подарки
2019-01-02 11:07:00,-99.0,Транспорт
2019-01-02 11:07:00,-537.0,Транспорт
2019-01-02 11:07:00,-184.0,Транспорт
2019-01-03 13:58:00,-490.0,Еда
2019-01-04 13:58:00,-184.0,Транспорт
2019-01-04 19:23:00,8000.0,Доходы
2019-01-04 19:23:00,-500.0,Транспорт
2019-01-04 19:23:00,-350.0,Транспорт
2019-01-04 19:23:00,-570.0,Транспорт
2019-01-05 21:07:00,-730.0,Еда
2019-01-06 16:01:00,-13800.0,Комплектующие
2019-01-06 16:01:00,-1490.0,Комплектующие
2019-01-07 00:16:00,-2370.0,Еда
2019-01-07 19:43:00,-620.0,Еда
2019-01-07 19:43:00,-1600.0,Красота и здоровье
2019-01-11 12:22:00,17500.0,Доходы
2019-01-12 17:35:00,-315.0,Еда
2019-01-13 22:01:00,-1252.0,Еда
2019-01-13 22:01:00,-35000.0,Дом
2019-01-13 22:01:00,-3850.0,Дом
2019-01-14 10:21:00,-143.0,Транспорт
2019-01-14 16:57:00,-2000.0,Доходы
2019-01-14 17:19:00,-620.0,Еда
2019-01-15 17:16:00,-345.0,Еда
2019-01-15 17:16:00,-3400.0,Комплектующие
2019-01-17 21:24:00,-1500.0,Еда
2019-01-17 21:24:00,-620.0,Еда
2019-01-18 16:56:00,679.0,Доходы
2019-01-18 16:56:00,297.0,Доходы
2019-01-18 16:56:00,664.0,Доходы
2019-01-19 16:37:00,-345.0,Транспорт
2019-01-19 17:31:00,-500.0,Еда
2019-01-19 18:09:00,-324.0,Транспорт
2019-01-21 20:06:00,-1080.0,Еда
2019-01-21 20:06:00,-1000.0,Еда
2019-01-21 20:06:00,-500.0,Еда
2019-01-22 19:19:00,-3340.0,Еда
2019-01-22 20:28:00,-840.0,Дом
2019-01-23 00:26:00,-300.0,Транспорт
2019-01-23 00:26:00,-2000.0,Красота и здоровье
2019-01-23 15:08:00,-552.0,Еда
2019-01-24 09:45:00,1940.0,Доходы
2019-01-24 15:35:00,-467.0,Еда
2019-01-24 15:35:00,15000.0,Доходы
2019-01-25 10:54:00,7700.0,Доходы
2019-01-25 11:37:00,-285.0,Еда
2019-01-25 11:37:00,29580.0,Доходы
2019-01-25 17:05:00,-2100.0,Еда
2019-01-25 17:05:00,-450.0,Еда
2019-01-26 13:49:00,-1000.0,Интернет и телефон
2019-01-28 15:37:00,-677.0,Еда
2019-01-28 16:13:00,-1807.0,Еда
2019-01-30 17:13:00,-350.0,Еда
2019-01-30 22:01:00,-685.0,Еда
2019-01-31 20:39:00,-1079.0,Еда
2019-01-31 20:39:00,-885.0,Еда
2019-01-31 22:05:00,-215.0,Транспорт
2019-02-01 23:26:00,-410.0,Еда
2019-02-02 09:07:00,-301.0,Транспорт
2019-02-02 16:43:00,-300.0,Интернет и телефон
2019-02-02 16:43:00,-670.0,Интернет и телефон
2019-02-02 17:23:00,-643.0,Еда
2019-02-02 17:23:00,-360.0,Еда
2019-02-03 13:49:00,-300.0,Транспорт
2019-02-03 17:43:00,-780.0,Транспорт
2019-02-03 17:43:00,-1200.0,Транспорт
2019-02-04 09:49:00,-500.0,Интернет и телефон
2019-02-04 15:50:00,-607.0,Еда
2019-02-05 19:18:00,-659.0,Еда
2019-02-05 22:13:00,-378.0,Еда
2019-02-06 20:34:00,-1400.0,Еда
2019-02-06 20:34:00,-300.0,Еда
2019-02-06 20:34:00,-900.0,Еда
2019-02-07 12:45:00,-1900.0,Транспорт
2019-02-07 16:40:00,11100.0,Доходы
2019-02-08 11:09:00,-620.0,Еда
2019-02-08 11:09:00,-615.0,Красота и здоровье
2019-02-08 17:56:00,30450.0,Доходы
2019-02-09 10:00:00,-1300.0,Транспорт
2019-02-09 10:41:00,29580.0,Доходы
2019-02-10 12:16:00,5979.0,Доходы
2019-02-11 12:02:00,3799.0,Доходы
2019-02-11 12:02:00,-480.0,Еда
2019-02-12 12:55:00,17500.0,Доходы
2019-02-12 16:25:00,-270.0,Еда
2019-02-12 16:25:00,-600.0,Подарки
2019-02-12 16:25:00,-10170.0,Комплектующие
2019-02-12 16:40:00,-820.0,Комплектующие
2019-02-12 22:33:00,-300.0,Еда
2019-02-13 12:17:00,-35000.0,Дом
2019-02-13 12:17:00,-4500.0,Дом
2019-02-13 18:06:00,-545.0,Еда
2019-02-13 19:05:00,-1000.0,Еда
2019-02-13 19:05:00,-604.0,Еда
2019-02-14 18:49:00,-1300.0,Хобби
2019-02-14 19:50:00,-343.0,Еда
2019-02-15 17:14:00,-466.0,Еда
2019-02-16 14:22:00,-2191.0,Еда
2019-02-16 17:01:00,-150.0,Еда
2019-02-17 19:51:00,4000.0,Доходы
2019-02-17 21:42:00,-800.0,Еда
2019-02-17 21:42:00,-200.0,Еда
2019-02-17 21:45:00,-300.0,Хобби
2019-02-18 16:32:00,-545.0,Еда
2019-02-19 06:45:00,491.0,Доходы
2019-02-19 06:45:00,473.0,Доходы
2019-02-21 09:04:00,2630.0,Доходы
2019-02-21 09:04:00,530.0,Доходы
2019-02-21 11:50:00,-400.0,Транспорт
2019-02-22 18:19:00,15000.0,Доходы
2019-02-22 22:34:00,-644.0,Транспорт
2019-02-23 17:08:00,-800.0,Еда
2019-02-23 17:08:00,-3500.0,Еда
2019-02-23 17:43:00,-374.0,Еда
2019-02-23 17:43:00,-450.0,Еда
2019-02-23 19:21:00,-979.0,Еда
2019-02-24 19:52:00,-6300.0,Подарки
2019-02-25 11:20:00,30000.0,Доходы
2019-02-26 09:55:00,-2000.0,Одежда и обувь
2019-02-26 16:41:00,-322.0,Еда
2019-02-27 10:54:00,7700.0,Доходы
2019-02-27 15:57:00,-323.0,Еда
2019-02-27 17:35:00,-450.0,Еда
2019-02-27 17:35:00,-1379.0,Еда
2019-02-27 18:41:00,-6900.0,Комплектующие
2019-02-27 22:50:00,-2900.0,Обучение
2019-02-28 20:07:00,-695.0,Еда
2019-03-01 14:02:00,-231.0,Еда
2019-03-01 22:11:00,-670.0,Хобби
2019-03-01 22:11:00,-250.0,Хобби
2019-03-02 07:54:00,-500.0,Интернет и телефон
2019-03-02 18:19:00,-240.0,Транспорт
2019-03-02 18:19:00,-350.0,Еда
2019-03-02 18:19:00,-750.0,Хобби
2019-03-02 19:23:00,-1560.0,Еда
2019-03-02 19:23:00,-1640.0,Еда
2019-03-03 18:27:00,-2186.0,Еда
2019-03-03 18:27:00,4000.0,Доходы
2019-03-05 21:00:00,-5000.0,Украшения
2019-03-05 21:00:00,-259.0,Еда
2019-03-05 21:32:00,-645.0,Еда
2019-03-06 14:55:00,-1282.0,Еда
2019-03-06 17:12:00,-791.0,Еда
2019-03-06 22:00:00,-179.0,Компьютер и программы
2019-03-07 10:48:00,10266.0,Доходы
2019-03-07 10:48:00,30450.0,Доходы
2019-03-07 10:48:00,11100.0,Доходы
2019-03-09 13:08:00,-600.0,Еда
2019-03-09 13:08:00,-750.0,Хобби
2019-03-09 15:50:00,-1900.0,Транспорт
2019-03-09 15:50:00,10266.0,Доходы
2019-03-09 15:50:00,29160.0,Доходы
2019-03-09 15:50:00,22177.0,Доходы
2019-03-09 15:50:00,2150.0,Доходы
2019-03-09 17:50:00,-392.0,Еда
2019-03-09 17:50:00,-80.0,Еда
2019-03-09 17:50:00,-130.0,Еда
2019-03-09 18:38:00,-140.0,Еда
2019-03-09 18:38:00,-776.0,Еда
2019-03-10 00:07:00,-2833.0,Еда
2019-03-10 17:00:00,3500.0,Доходы
2019-03-10 17:00:00,-450.0,Подарки
2019-03-10 17:00:00,-1000.0,Красота и здоровье
2019-03-12 09:01:00,266.0,Доходы
2019-03-12 14:26:00,17500.0,Доходы
2019-03-12 17:28:00,-1949.0,Еда
2019-03-13 12:00:00,-1250.0,Комплектующие
2019-03-13 19:58:00,-35000.0,Дом
2019-03-13 19:58:00,-3720.0,Дом
2019-03-14 16:54:00,-280.0,Еда
2019-03-15 16:54:00,-429.0,Еда
2019-03-15 18:59:00,-960.0,Еда
2019-03-15 18:59:00,-2170.0,Еда
2019-03-16 16:57:00,-450.0,Обучение
2019-03-16 16:57:00,-540.0,Одежда и обувь
2019-03-18 13:05:00,-1390.0,Еда
2019-03-18 13:05:00,-420.0,Еда
2019-03-18 20:31:00,325.0,Доходы
2019-03-18 20:31:00,705.0,Доходы
2019-03-18 22:21:00,-1472.0,Еда
2019-03-21 21:12:00,-1750.0,Еда
2019-03-21 21:12:00,-800.0,Еда
2019-03-23 18:19:00,-1100.0,Хобби
2019-03-23 19:58:00,15000.0,Доходы
2019-03-23 19:58:00,29580.0,Доходы
2019-03-23 19:58:00,660.0,Доходы
2019-03-23 19:58:00,2640.0,Доходы
2019-03-25 16:06:00,-500.0,Интернет и телефон
2019-03-26 18:45:00,-1778.0,Еда
2019-03-26 23:24:00,2700.0,Обучение
2019-03-27 11:11:00,7700.0,Доходы
2019-03-27 14:41:00,-619.0,Еда
2019-03-27 14:41:00,-619.0,Еда
2019-03-27 14:41:00,-1238.0,Еда
2019-03-28 15:56:00,3000.0,Доходы
2019-03-28 16:31:00,-388.0,Еда
2019-03-28 16:31:00,-120.0,Еда
2019-03-28 22:49:00,-400.0,Красота и здоровье
2019-03-29 07:56:00,-760.0,Еда
2019-03-29 07:56:00,-821.0,Транспорт
2019-03-29 07:56:00,-3000.0,Интернет и телефон
2019-04-02 14:27:00,-670.0,Подарки
2019-04-02 14:27:00,-300.0,Интернет и телефон
2019-04-02 19:19:00,-700.0,Комплектующие
2019-04-08 10:17:00,-125000.0,Путешествия
2019-04-08 22:58:00,-718.0,Транспорт
2019-04-09 13:56:00,1950.0,Доходы
2019-04-09 13:56:00,44000.0,Доходы
2019-04-10 10:17:00,10266.0,Доходы
2019-04-10 10:17:00,29580.0,Доходы
2019-04-10 12:55:00,10266.0,Доходы
2019-04-10 12:55:00,30450.0,Доходы
2019-04-10 12:55:00,11100.0,Доходы
2019-04-10 19:03:00,-1200.0,Еда
2019-04-10 19:03:00,-1360.0,Еда
2019-04-11 11:05:00,7700.0,Доходы
2019-04-11 14:48:00,-445.0,Еда
2019-04-11 20:29:00,17500.0,Доходы
2019-04-12 15:23:00,-690.0,Еда
2019-04-12 20:24:00,-913.0,Еда
2019-04-12 23:38:00,-200.0,Обучение
2019-04-12 23:51:00,-200.0,Обучение
2019-04-13 18:33:00,-642.0,Еда
2019-04-13 18:33:00,-659.0,Еда
2019-04-13 18:33:00,-855.0,Еда
2019-04-13 18:56:00,-868.0,Еда
2019-04-13 18:58:00,-35000.0,Дом
2019-04-14 12:04:00,-400.0,Транспорт
2019-04-15 13:52:00,-1400.0,Подарки
2019-04-15 13:52:00,-1386.0,Еда
2019-04-15 19:15:00,-215.0,Еда
2019-04-15 19:15:00,-799.0,Еда
2019-04-16 13:52:00,-1900.0,Транспорт
2019-04-16 13:52:00,-408.0,Еда
2019-04-16 13:52:00,-80.0,Еда
2019-04-16 19:36:00,3000.0,Доходы
2019-04-16 22:31:00,-3100.0,Обучение
2019-04-16 22:31:00,-2700.0,Еда
2019-04-18 20:40:00,-890.0,Еда
2019-04-18 20:40:00,-720.0,Еда
2019-04-19 12:52:00,-690.0,Еда
2019-04-19 12:52:00,-3000.0,Дом
2019-04-19 20:12:00,-400.0,Еда
2019-04-19 20:12:00,-790.0,Хобби
2019-04-20 11:22:00,-17000.0,Комплектующие
2019-04-21 21:51:00,-935.0,Еда
2019-04-22 11:03:00,2640.0,Доходы
2019-04-22 11:03:00,660.0,Доходы
2019-04-22 17:46:00,-600.0,Еда
2019-04-22 17:46:00,-1500.0,Еда
2019-04-22 18:20:00,-161.0,Еда
2019-04-22 20:55:00,-882.0,Еда
2019-04-23 19:31:00,-965.0,Еда
2019-04-24 20:48:00,-834.0,Еда
2019-04-24 22:24:00,29580.0,Доходы
2019-04-25 09:58:00,-1200.0,Еда
2019-04-25 09:58:00,-500.0,Еда
2019-04-25 15:11:00,7724.0,Доходы
2019-04-25 15:11:00,13050.0,Доходы
2019-04-25 15:45:00,-1850.0,Еда
2019-04-26 02:00:00,-1000.0,Интернет и телефон
2019-04-26 16:02:00,-388.0,Еда
2019-04-26 16:02:00,-80.0,Еда
2019-04-26 16:02:00,-271.0,Еда
2019-04-27 01:58:00,-448.0,Красота и здоровье
2019-04-30 18:11:00,3000.0,Доходы
2019-05-01 11:50:00,-1965.0,Транспорт
2019-05-01 12:12:00,-659.0,Подарки
2019-05-01 12:21:00,-260.0,Транспорт
2019-05-01 13:25:00,-250.0,Еда
2019-05-01 13:25:00,-4897.0,Комплектующие
2019-05-01 15:54:00,-842.0,Еда
2019-05-04 22:27:00,-400.0,Еда
2019-05-04 22:27:00,-500.0,Транспорт
2019-05-05 13:50:00,-7000.0,Дом
2019-05-05 14:33:00,-12374.0,Одежда и обувь
2019-05-06 20:21:00,-1008.0,Еда
2019-05-06 20:21:00,-1200.0,Еда
2019-05-06 20:21:00,-180.0,Транспорт
2019-05-06 20:41:00,-200.0,Развлечения
2019-05-06 22:03:00,-590.0,Обучение
2019-05-07 12:11:00,23333.0,Доходы
2019-05-07 12:11:00,1951.0,Доходы
2019-05-07 12:46:00,-576.0,Еда
2019-05-08 11:17:00,54000.0,Доходы
2019-05-08 19:07:00,10266.0,Доходы
2019-05-08 19:07:00,29580.0,Доходы
2019-05-09 17:46:00,-1943.0,Еда
2019-05-09 17:46:00,-335.0,Транспорт
2019-05-09 22:28:00,-704.0,Еда
2019-05-11 19:58:00,900.0,Доходы
2019-05-11 20:42:00,-1305.0,Хобби
2019-05-11 22:07:00,-1587.0,Еда
2019-05-11 22:07:00,-439.0,Еда
2019-05-13 11:37:00,-35000.0,Дом
2019-05-13 11:37:00,-3940.0,Дом
2019-05-13 17:00:00,17500.0,Доходы
2019-05-13 18:18:00,-6000.0,Спорт
2019-05-13 18:18:00,-1000.0,Интернет и телефон
2019-05-13 19:11:00,-1100.0,Еда
2019-05-13 19:11:00,-1400.0,Еда
2019-05-16 15:50:00,-403.0,Еда
2019-05-16 22:33:00,-200.0,Красота и здоровье
2019-05-16 22:41:00,-1900.0,Транспорт
2019-05-17 16:21:00,-221.0,Еда
2019-05-17 16:21:00,-221.0,Еда
2019-05-18 18:32:00,221.0,Доходы
2019-05-18 18:32:00,1036.0,Доходы
2019-05-20 19:17:00,-950.0,Еда
2019-05-20 20:08:00,-679.0,Еда
2019-05-20 20:08:00,-679.0,Еда
2019-05-20 20:08:00,-599.0,Еда
2019-05-20 20:08:00,-1061.0,Еда
2019-05-20 20:08:00,-6000.0,Комплектующие
2019-05-20 20:43:00,-915.0,Красота и здоровье
2019-05-20 20:43:00,-10000.0,Подарки
2019-05-21 14:31:00,-660.0,Еда
2019-05-21 19:30:00,3000.0,Доходы
2019-05-21 20:32:00,-524.0,Еда
2019-05-21 20:32:00,-545.0,Еда
2019-05-22 14:22:00,-520.0,Еда
2019-05-22 19:51:00,-566.0,Еда
2019-05-22 19:51:00,-700.0,Еда
2019-05-23 13:30:00,3370.0,Путешествия
2019-05-23 13:30:00,7700.0,Доходы
2019-05-23 13:30:00,15000.0,Доходы
2019-05-24 14:58:00,30000.0,Доходы
2019-05-24 14:58:00,440.0,Доходы
2019-05-24 14:58:00,1760.0,Доходы
2019-05-24 20:01:00,-1516.0,Еда
2019-05-25 19:04:00,-2029.0,Дом
2019-05-26 20:06:00,-699.0,Еда
2019-05-26 20:06:00,-679.0,Еда
2019-05-26 20:06:00,-591.0,Еда
2019-05-26 20:06:00,-599.0,Еда
2019-05-26 20:06:00,-849.0,Еда
2019-05-26 20:06:00,-899.0,Еда
2019-05-26 20:06:00,-679.0,Еда
2019-05-26 20:06:00,-427.0,Еда
2019-05-26 21:29:00,-3052.0,Еда
2019-05-27 14:43:00,-459.0,Еда
2019-05-27 22:19:00,-642.0,Транспорт
2019-05-28 09:06:00,-151.0,Транспорт
2019-05-28 17:12:00,-560.0,Еда
2019-05-28 17:50:00,-991.0,Хобби
2019-05-29 17:09:00,-680.0,Еда
2019-05-30 16:42:00,-114.0,Транспорт
